customer_id,account_age_days,successful_payments,failed_payments,average_transaction,lifetime_value,engagement_score
CUST_03846,1097,39,2,23774.49,18674.07,0.77
CUST_03847,547,29,6,20345.36,267260.88,0.4
CUST_03848,47,16,0,10322.12,20896.94,0.43
CUST_03849,1185,6,7,4364.7,252031.16,0.55
CUST_03850,1389,34,3,9235.91,93996.25,0.4
CUST_03851,900,6,4,21802.4,192090.76,0.85
CUST_03852,841,16,2,17180.64,9798.07,0.58
CUST_03853,198,7,5,23790.76,331399.6,0.56
CUST_03854,874,29,6,20081.9,204189.23,0.39
CUST_03855,387,10,4,10965.03,444711.55,0.38
CUST_03856,1275,33,0,17200.71,277242.21,0.71
CUST_03857,612,24,7,22901.88,441143.21,0.13
CUST_03858,473,26,2,6082.09,96464.0,0.98
CUST_03859,176,22,6,6088.98,198876.45,0.5
CUST_03860,594,37,6,10588.4,163956.16,0.36
CUST_03861,804,36,5,4772.24,286287.83,0.41
CUST_03862,312,15,6,19826.68,118229.2,0.98
CUST_03863,684,30,1,20780.04,475751.35,0.24
CUST_03864,551,17,2,6766.0,346868.48,0.46
CUST_03865,1471,33,6,6706.72,367993.17,0.6
CUST_03866,175,7,3,23396.67,82401.06,0.11
CUST_03867,792,14,4,24443.15,391927.73,0.62
CUST_03868,643,5,1,24645.95,490250.36,1.0
CUST_03869,523,24,5,10071.3,14120.93,0.3
CUST_03870,1367,17,4,21692.53,179540.22,0.55
CUST_03871,1254,17,7,21530.36,295944.28,0.91
CUST_03872,1412,7,0,20493.02,190575.17,0.22
CUST_03873,1275,16,0,21195.2,322618.04,0.82
CUST_03874,1301,30,6,5231.31,292076.92,0.71
CUST_03875,353,5,2,20930.04,91963.98,0.79
CUST_03876,1346,15,5,8274.64,44989.17,0.15
CUST_03877,294,7,4,17555.8,170498.49,0.44
CUST_03878,534,33,7,19774.62,406828.82,0.3
CUST_03879,216,3,3,8473.52,361351.61,0.74
CUST_03880,142,37,4,4013.99,399652.26,0.61
CUST_03881,907,15,6,13777.4,434445.01,0.89
CUST_03882,961,17,2,22410.13,394283.86,0.21
CUST_03883,750,8,7,15010.1,393149.94,0.79
CUST_03884,1080,2,3,14312.55,116307.73,0.68
CUST_03885,78,36,0,12124.38,89656.45,0.89
CUST_03886,755,10,1,6784.63,86995.64,0.12
CUST_03887,986,13,2,2247.73,448542.77,0.92
CUST_03888,178,9,3,17129.73,462397.71,0.58
CUST_03889,1106,5,3,19387.08,428008.81,0.81
CUST_03890,1031,17,5,11811.82,230140.49,1.0
CUST_03891,732,33,6,11268.4,228137.5,0.8
CUST_03892,804,7,0,4514.62,110653.71,0.41
CUST_03893,1023,8,5,5749.95,118349.95,0.49
CUST_03894,1368,7,3,5044.81,133777.78,0.45
CUST_03895,1051,1,2,8963.3,341404.32,0.62
CUST_03896,1258,9,4,6506.1,46704.43,0.4
CUST_03897,212,26,2,12725.34,426621.83,0.74
CUST_03898,503,21,4,8898.75,311353.72,0.97
CUST_03899,646,28,3,13735.06,400692.72,0.76
CUST_03900,664,32,1,7676.12,321048.78,0.71
CUST_03901,640,32,3,5025.74,78601.31,0.63
CUST_03902,749,28,3,23329.09,490778.99,0.83
CUST_03903,1202,8,3,5452.56,172253.71,0.58
CUST_03904,1312,29,5,24981.38,326614.95,0.44
CUST_03905,1175,12,6,21826.4,236706.95,0.42
CUST_03906,902,7,1,3249.26,155765.95,0.49
CUST_03907,703,30,6,17124.51,341520.67,0.86
CUST_03908,666,27,0,23608.16,205375.88,0.12
CUST_03909,1196,35,3,18527.32,370877.61,0.65
CUST_03910,978,11,0,13931.43,395455.69,0.29
CUST_03911,410,30,1,16227.74,357969.9,0.19
CUST_03912,324,9,5,7262.78,110314.34,0.93
CUST_03913,624,8,5,5067.99,499414.2,0.28
CUST_03914,935,23,6,6025.37,215371.11,0.74
CUST_03915,612,3,5,22030.94,222889.07,0.94
CUST_03916,576,13,3,16603.63,489278.05,0.96
CUST_03917,206,2,6,3230.8,74281.72,0.27
CUST_03918,1023,25,2,3686.37,244502.1,0.75
CUST_03919,687,29,4,24455.56,423257.68,0.51
CUST_03920,1227,20,3,7029.04,117959.92,0.19
CUST_03921,373,12,1,1531.28,45281.84,0.31
CUST_03922,1131,8,6,18463.58,416781.4,0.91
CUST_03923,530,15,5,18875.5,78719.13,0.25
CUST_03924,1414,27,6,11995.66,498951.03,0.49
CUST_03925,884,2,6,1745.13,273457.37,0.73
CUST_03926,798,21,6,22440.2,191584.3,0.72
CUST_03927,336,3,7,2236.19,11361.28,0.43
CUST_03928,686,24,7,12185.14,459352.63,0.48
CUST_03929,1438,20,7,13263.39,142998.79,0.83
CUST_03930,661,31,3,5034.75,460951.09,0.61
CUST_03931,836,28,6,22805.89,254357.75,0.47
CUST_03932,151,29,6,3573.95,203357.09,0.3
CUST_03933,554,2,5,2857.29,438638.4,0.43
CUST_03934,941,30,0,10380.09,403627.15,0.49
CUST_03935,525,11,5,12214.33,345897.4,0.32
CUST_03936,1205,22,6,1282.23,353576.6,0.43
CUST_03937,923,12,4,9521.23,389811.32,0.54
CUST_03938,803,38,0,12068.21,63316.77,0.25
CUST_03939,1200,14,1,5436.42,327439.74,0.22
CUST_03940,837,15,5,10877.79,348251.43,0.58
CUST_03941,1182,16,3,3187.6,77926.67,0.85
CUST_03942,141,16,0,2671.47,252011.71,0.51
CUST_03943,1093,35,6,9701.96,32768.0,0.16
CUST_03944,380,5,0,18044.64,102657.51,0.68
CUST_03945,852,24,6,15133.77,342749.3,0.52
CUST_03946,707,26,6,24452.82,213993.86,0.45
CUST_03947,1169,23,6,15120.11,305650.76,0.56
CUST_03948,129,12,1,383.58,201490.84,0.2
CUST_03949,191,7,6,5429.56,270109.83,0.35
CUST_03950,512,6,7,21642.11,165123.92,0.97
CUST_03951,669,11,7,19261.58,333299.09,0.55
CUST_03952,605,17,0,6146.12,288056.23,0.37
CUST_03953,697,37,6,14977.88,126274.61,0.25
CUST_03954,989,13,6,13552.43,227223.42,0.9
CUST_03955,130,34,6,21242.17,41271.74,0.99
CUST_03956,479,7,0,1596.2,289983.47,0.99
CUST_03957,1105,17,3,13182.07,324750.51,0.38
CUST_03958,1046,2,4,22454.99,146501.1,0.39
CUST_03959,533,31,5,6618.75,29019.08,0.92
CUST_03960,1207,39,7,903.45,494263.03,0.74
CUST_03961,1268,2,1,14849.24,343153.51,0.91
CUST_03962,1085,35,0,14435.05,101839.15,0.72
CUST_03963,110,22,3,16295.81,449393.01,0.51
CUST_03964,215,31,3,4158.05,262874.21,0.64
CUST_03965,354,3,4,5313.34,431283.97,0.41
CUST_03966,822,16,3,18750.91,253989.49,0.31
CUST_03967,1113,4,1,20979.08,264545.79,0.13
CUST_03968,821,5,7,17490.17,219190.66,0.32
CUST_03969,960,19,6,21498.69,126055.38,0.43
CUST_03970,1310,37,5,10095.49,469272.5,0.56
CUST_03971,875,38,3,6752.48,163071.64,0.94
CUST_03972,1190,13,6,18109.94,400736.88,0.95
CUST_03973,1061,14,2,12918.88,194522.72,0.24
CUST_03974,559,3,2,11995.38,392948.17,0.3
CUST_03975,344,15,4,4193.57,36423.61,0.11
CUST_03976,207,6,4,14702.39,28233.47,0.18
CUST_03977,198,27,2,498.9,421421.0,0.96
CUST_03978,1081,11,1,5464.06,497288.22,0.8
CUST_03979,670,8,1,13780.7,327304.98,0.66
CUST_03980,76,15,6,21240.49,311094.05,0.26
CUST_03981,95,15,7,17853.55,243320.22,0.95
CUST_03982,559,3,1,12692.6,462512.21,0.32
CUST_03983,764,30,0,6966.46,450794.98,0.14
CUST_03984,449,14,2,20078.87,414872.77,0.9
CUST_03985,1157,39,3,15827.19,458786.06,0.38
CUST_03986,847,1,2,18559.98,402088.4,0.97
CUST_03987,1085,12,2,19683.9,265787.99,0.19
CUST_03988,1309,19,0,21108.92,169770.04,0.3
CUST_03989,785,11,1,15764.89,194173.55,0.15
CUST_03990,1172,2,2,23834.66,131784.85,0.92
CUST_03991,756,27,4,6197.74,369067.97,0.82
CUST_03992,843,17,5,13217.91,286744.42,0.35
CUST_03993,461,6,2,11065.24,268773.83,0.35
CUST_03994,964,4,3,19307.74,68565.23,0.5
CUST_03995,1282,33,0,15066.7,399677.3,0.64
CUST_03996,234,11,4,17376.25,41248.12,0.14
CUST_03997,807,20,4,2432.06,369371.23,0.35
CUST_03998,271,5,3,21491.7,302597.01,0.25
CUST_03999,1354,36,7,2031.71,135037.98,0.24
CUST_04000,108,26,6,8381.3,170445.47,0.91
CUST_04001,600,36,3,10787.91,171941.44,0.72
CUST_04002,80,13,3,21215.95,29868.39,0.11
CUST_04003,395,25,2,11250.0,86960.14,0.76
CUST_04004,298,4,4,5559.63,53619.27,0.56
CUST_04005,264,17,5,15887.17,378790.95,0.3
CUST_04006,1437,34,2,3656.91,160568.87,0.41
CUST_04007,680,23,7,24312.92,299936.68,0.32
CUST_04008,1263,29,6,8364.41,336809.12,0.58
CUST_04009,421,28,0,4002.94,117482.88,0.7
CUST_04010,1439,22,7,14249.78,63476.12,0.78
CUST_04011,91,28,7,6123.31,447445.91,0.14
CUST_04012,339,1,4,17821.63,145346.58,0.16
CUST_04013,902,22,7,13046.73,455203.37,0.14
CUST_04014,791,4,3,24870.56,401792.84,0.69
CUST_04015,384,26,6,3848.09,456527.99,0.7
CUST_04016,976,21,7,2155.67,159663.5,0.2
CUST_04017,578,14,7,17916.43,286087.9,0.2
CUST_04018,863,11,5,22073.48,35972.74,0.37
CUST_04019,1399,3,3,4381.38,207929.17,0.81
CUST_04020,523,25,5,12828.18,121370.34,0.82
CUST_04021,1477,15,6,5256.65,8844.29,0.36
CUST_04022,1313,10,6,23618.45,473978.18,0.16
CUST_04023,1088,28,5,10712.58,299009.13,0.95
CUST_04024,275,13,7,1620.35,154886.22,0.36
CUST_04025,1375,38,3,22146.1,383911.47,0.62
CUST_04026,932,30,1,23344.01,415542.53,0.55
CUST_04027,635,24,5,3182.64,216421.92,0.16
CUST_04028,805,39,7,9126.51,348218.43,0.96
CUST_04029,172,24,5,9985.51,280143.8,0.58
CUST_04030,1082,8,3,20829.36,96580.49,0.4
CUST_04031,342,33,0,13165.36,488740.4,0.99
CUST_04032,226,39,6,20175.99,87749.15,0.54
CUST_04033,491,12,2,15147.9,462485.98,0.31
CUST_04034,1418,33,2,2223.98,28888.25,0.31
CUST_04035,841,11,4,4998.93,229942.36,0.65
CUST_04036,263,18,5,22818.61,442645.38,0.35
CUST_04037,408,33,4,11520.41,403759.28,0.51
CUST_04038,308,31,1,19046.31,215440.86,0.98
CUST_04039,1064,10,1,3536.74,435461.57,0.12
CUST_04040,1480,31,7,13749.5,218756.55,0.47
CUST_04041,362,20,3,12578.33,117925.23,0.27
CUST_04042,386,13,0,1568.62,304463.33,0.68
CUST_04043,1087,30,4,13480.53,53627.35,0.82
CUST_04044,600,27,5,13358.23,265545.01,0.91
CUST_04045,405,7,7,7318.5,391721.26,0.7
CUST_04046,703,19,6,6245.6,173376.36,0.85
CUST_04047,564,27,7,14690.65,307892.41,0.21
CUST_04048,1248,8,4,15659.05,408829.84,0.69
CUST_04049,494,24,3,2029.87,268223.66,0.99
CUST_04050,764,32,4,20986.4,429309.57,0.43
CUST_04051,413,26,1,3218.62,438775.79,0.85
CUST_04052,855,12,0,4737.18,335246.14,0.47
CUST_04053,292,21,4,13285.97,117522.42,0.83
CUST_04054,569,8,0,9725.75,412250.55,0.4
CUST_04055,720,37,4,12907.55,191214.21,0.64
CUST_04056,1059,18,1,13199.83,463703.9,0.16
CUST_04057,1338,2,2,8443.09,266616.11,0.18
CUST_04058,548,23,3,20619.36,297144.62,1.0
CUST_04059,300,10,3,6829.32,168613.24,0.86
CUST_04060,299,15,7,7172.4,202574.29,0.83
CUST_04061,56,1,4,21606.67,446985.0,0.33
CUST_04062,274,14,3,20978.21,340977.83,0.65
CUST_04063,565,2,3,8351.0,79179.4,0.74
CUST_04064,553,24,6,6987.32,12828.92,0.57
CUST_04065,881,30,0,1291.18,305181.07,0.75
CUST_04066,174,28,6,20879.81,162450.13,0.33
CUST_04067,656,28,3,9112.13,444597.47,0.78
CUST_04068,1315,31,0,15319.14,250888.97,0.44
CUST_04069,1072,38,3,5016.95,260766.39,0.42
CUST_04070,1468,37,6,22199.34,367294.5,0.7
CUST_04071,1407,32,2,8915.13,379311.09,0.13
CUST_04072,1190,7,0,5357.07,458013.01,0.93
CUST_04073,1244,31,7,14343.73,193165.24,0.2
CUST_04074,923,18,2,7288.32,175757.35,0.34
CUST_04075,263,8,5,21892.01,58048.55,0.64
CUST_04076,888,6,4,23530.09,391023.41,0.22
CUST_04077,1259,39,1,7141.02,167376.43,0.21
CUST_04078,921,6,2,19813.66,219917.06,0.49
CUST_04079,1204,32,4,17190.48,31830.39,0.52
CUST_04080,585,6,1,7723.08,148267.9,0.43
CUST_04081,615,25,6,4718.3,325250.01,0.86
CUST_04082,400,3,7,863.35,136853.66,0.88
CUST_04083,957,14,3,3203.91,209003.49,0.85
CUST_04084,122,5,3,19071.19,106335.14,0.96
CUST_04085,778,30,1,3093.5,181355.97,0.69
CUST_04086,406,23,5,18171.91,304304.06,0.55
CUST_04087,1128,24,2,3676.24,181627.0,0.52
CUST_04088,47,39,4,10328.34,404392.75,0.64
CUST_04089,1397,12,7,13018.99,21967.28,0.16
CUST_04090,770,12,6,10387.15,234812.13,0.86
CUST_04091,1057,20,1,20897.54,83749.16,0.15
CUST_04092,869,19,7,7273.08,335586.29,0.3
CUST_04093,93,1,0,6206.83,442400.3,0.8
CUST_04094,127,17,7,24228.21,325589.05,0.71
CUST_04095,208,31,0,13730.35,193647.9,0.5
CUST_04096,890,2,1,22073.06,451824.26,0.69
CUST_04097,375,37,0,12222.94,68682.96,0.45
CUST_04098,825,6,0,6177.03,423052.17,0.7
CUST_04099,1476,11,2,5254.43,172603.03,0.86
CUST_04100,908,34,3,12247.14,418736.57,0.39
CUST_04101,601,14,3,5972.22,486462.79,0.18
CUST_04102,587,23,7,18151.7,480482.18,0.46
CUST_04103,355,17,0,7455.49,217040.61,0.54
CUST_04104,1392,32,1,24347.41,41015.89,0.45
CUST_04105,1290,23,1,5391.63,126252.08,0.26
CUST_04106,525,30,4,7880.26,437075.78,0.77
CUST_04107,345,2,6,17402.58,487575.77,0.65
CUST_04108,76,11,5,13349.59,420189.45,0.23
CUST_04109,84,31,7,24642.15,468423.02,0.55
CUST_04110,285,29,2,10672.37,103768.37,0.48
CUST_04111,748,38,2,8535.42,9879.65,0.77
CUST_04112,659,11,7,9341.21,1709.41,0.62
CUST_04113,1150,15,7,12207.46,23388.86,0.61
CUST_04114,1060,29,4,4899.94,362269.39,0.42
CUST_04115,820,10,0,3750.84,23717.22,0.59
CUST_04116,176,10,2,22666.07,221260.8,0.36
CUST_04117,1406,32,3,1685.95,303837.45,0.58
CUST_04118,1498,29,6,15352.38,391677.9,0.71
CUST_04119,661,31,3,20655.37,113141.09,0.4
CUST_04120,504,32,2,8826.62,187858.98,0.87
CUST_04121,1380,37,0,21561.79,245772.84,0.71
CUST_04122,1364,5,7,10288.09,247924.69,0.97
CUST_04123,1429,4,5,4291.93,316106.55,0.93
CUST_04124,1269,2,2,708.11,73931.19,0.85
CUST_04125,1346,14,4,9118.77,468107.28,0.86
CUST_04126,606,32,0,14471.17,161403.31,0.33
CUST_04127,1372,31,6,12615.37,442167.91,0.64
CUST_04128,823,36,1,23354.29,40891.41,0.44
CUST_04129,550,35,2,17902.74,51232.53,0.5
CUST_04130,1080,9,2,7433.97,132830.1,0.37
CUST_04131,881,28,4,2602.32,167757.74,0.42
CUST_04132,117,29,5,5071.18,419069.98,0.16
CUST_04133,1107,15,6,18329.16,261356.46,0.48
CUST_04134,593,29,0,19715.27,230403.69,0.12
CUST_04135,134,9,2,13590.99,108876.48,0.38
CUST_04136,98,35,5,24387.72,295126.31,0.57
CUST_04137,1165,4,1,10206.41,297396.4,0.36
CUST_04138,33,39,7,1901.87,134199.17,0.45
CUST_04139,93,5,6,7031.97,200966.89,0.53
CUST_04140,898,31,2,13219.12,254993.31,0.38
CUST_04141,801,1,1,8074.29,366946.78,0.76
CUST_04142,1305,36,3,17398.18,189733.23,0.35
CUST_04143,970,38,5,7394.93,78283.43,0.42
CUST_04144,994,11,1,22685.0,378676.48,0.98
CUST_04145,444,23,6,13417.38,450357.23,0.6
CUST_04146,226,13,5,23849.03,156573.62,0.38
CUST_04147,1412,19,4,20174.17,234317.61,0.86
CUST_04148,1159,4,5,5473.87,20093.81,0.89
CUST_04149,826,22,1,24623.12,251637.78,0.96
CUST_04150,1240,10,3,11393.72,168102.76,0.58
CUST_04151,572,9,3,6732.75,107348.28,0.88
CUST_04152,1324,24,7,21985.38,450732.52,0.6
CUST_04153,295,29,6,21204.67,408390.3,0.12
CUST_04154,386,1,0,12794.05,81903.84,0.62
CUST_04155,1489,1,6,7191.74,148133.3,0.88
CUST_04156,999,26,3,18876.36,180776.59,0.31
CUST_04157,253,31,0,16065.41,69254.89,0.23
CUST_04158,1143,26,5,21112.89,496489.54,0.43
CUST_04159,538,7,6,14803.64,149409.55,0.92
CUST_04160,1158,18,5,19935.85,10690.43,0.55
CUST_04161,340,35,1,21820.8,27432.92,0.8
CUST_04162,301,15,2,17088.63,245560.94,0.2
CUST_04163,188,22,7,15184.62,263077.83,0.9
CUST_04164,426,15,1,3407.73,247789.24,0.54
CUST_04165,899,18,7,2758.39,103304.59,0.1
CUST_04166,1491,20,7,21714.75,373159.31,0.18
CUST_04167,1309,35,7,23149.64,27932.34,0.88
CUST_04168,51,27,4,24177.43,141643.63,0.63
CUST_04169,368,32,0,15330.89,171529.77,0.4
CUST_04170,59,10,6,8797.14,380467.76,0.63
CUST_04171,1302,12,6,16464.09,312955.74,0.91
CUST_04172,1468,12,0,3883.36,381212.4,0.96
CUST_04173,332,1,3,17181.79,115176.98,1.0
CUST_04174,356,20,7,11813.15,441217.69,0.72
CUST_04175,1382,20,7,17035.86,52340.24,0.53
CUST_04176,771,17,2,19772.57,338179.23,0.3
CUST_04177,944,4,4,8327.19,466214.0,0.37
CUST_04178,1365,32,4,15821.67,381051.86,0.55
CUST_04179,1313,32,4,5148.8,442235.13,0.46
CUST_04180,123,12,7,4645.76,459105.74,0.32
CUST_04181,649,14,6,2915.07,111795.92,0.55
CUST_04182,794,7,7,13827.41,355909.06,0.87
CUST_04183,827,14,0,9765.94,333256.96,0.26
CUST_04184,258,19,2,18497.99,9338.84,0.55
CUST_04185,1317,16,7,8506.3,219177.09,0.96
CUST_04186,1393,37,5,17507.66,119183.18,0.39
CUST_04187,1153,20,1,10307.12,20115.3,0.14
CUST_04188,463,29,0,12820.04,413081.75,0.85
CUST_04189,1024,16,2,2160.41,320841.23,0.83
CUST_04190,800,5,5,13079.29,195276.2,0.63
CUST_04191,546,30,5,12414.37,418124.62,0.83
CUST_04192,248,26,0,13145.55,485339.8,0.73
CUST_04193,1001,33,5,7267.7,45061.0,0.97
CUST_04194,1475,31,0,24287.94,454871.77,0.51
CUST_04195,949,12,6,21959.47,16528.95,0.98
CUST_04196,611,32,5,9478.65,51959.73,0.91
CUST_04197,1154,5,4,1936.62,158171.13,0.38
CUST_04198,859,9,4,20682.81,274162.61,0.7
CUST_04199,830,14,1,13207.48,261155.63,0.43
CUST_04200,263,37,6,20642.28,157516.79,0.51
CUST_04201,123,4,6,17830.46,406103.36,0.29
CUST_04202,349,5,4,22572.47,82652.81,0.4
CUST_04203,1433,13,4,16136.48,200097.47,0.84
CUST_04204,430,14,7,12142.76,241271.04,0.37
CUST_04205,653,6,3,1546.57,19574.12,0.9
CUST_04206,1443,29,2,14838.61,129655.02,0.72
CUST_04207,855,15,4,24552.91,398772.28,0.8
CUST_04208,726,15,3,5331.47,381831.75,0.32
CUST_04209,967,8,0,323.83,488015.23,0.42
CUST_04210,341,38,1,18905.94,478381.09,0.12
CUST_04211,1228,27,0,3334.84,310842.8,0.66
CUST_04212,419,8,3,24367.21,115178.92,0.34
CUST_04213,1306,17,1,7184.58,190515.34,0.64
CUST_04214,1370,22,3,7151.47,355432.88,0.66
CUST_04215,981,26,7,1340.56,37232.82,0.32
CUST_04216,362,8,0,11087.4,456641.28,0.81
CUST_04217,424,24,0,2091.13,497033.92,0.88
CUST_04218,650,15,4,14619.32,73362.07,0.13
CUST_04219,238,11,2,546.85,391470.31,0.15
CUST_04220,1201,2,3,12915.61,448922.71,0.51
CUST_04221,185,19,1,3636.84,332160.85,0.57
CUST_04222,1186,26,2,22843.5,8778.2,0.68
CUST_04223,966,37,6,14665.22,91334.99,0.36
CUST_04224,356,21,3,10455.57,117931.56,0.56
CUST_04225,112,7,5,12310.89,138816.96,0.46
CUST_04226,1436,20,3,9858.65,482482.17,0.34
CUST_04227,1235,35,2,17633.86,88867.79,0.97
CUST_04228,919,4,7,19646.63,40772.66,0.23
CUST_04229,955,17,0,17266.11,197363.49,0.8
CUST_04230,1462,27,6,17664.81,464305.86,0.72
CUST_04231,447,36,2,17593.2,498413.9,0.13
CUST_04232,412,28,6,9748.1,292387.75,0.45
CUST_04233,257,2,5,5626.88,433187.17,0.63
CUST_04234,959,8,1,3360.53,86264.35,0.99
CUST_04235,81,16,5,21729.33,253149.33,0.9
CUST_04236,184,31,1,21055.51,127957.98,0.92
CUST_04237,553,11,7,589.05,151186.78,0.94
CUST_04238,819,21,0,15248.87,460977.82,0.25
CUST_04239,1480,9,3,18149.46,44315.48,0.12
CUST_04240,114,1,5,14735.7,107404.2,0.18
CUST_04241,406,23,0,4561.53,15066.97,0.47
CUST_04242,781,14,7,9553.46,466787.47,0.42
CUST_04243,32,27,0,24012.45,228787.19,0.61
CUST_04244,361,10,7,1003.24,345431.47,0.63
CUST_04245,550,14,4,16293.72,219417.11,0.19
CUST_04246,772,23,6,22102.0,410102.33,0.52
CUST_04247,31,29,2,7836.27,200011.94,0.85
CUST_04248,400,39,0,12623.43,474553.39,0.95
CUST_04249,953,18,0,4729.36,442117.44,0.4
CUST_04250,406,11,4,13587.6,124533.47,0.18
CUST_04251,63,35,0,18862.23,395890.07,0.23
CUST_04252,552,28,4,23320.03,438559.65,0.45
CUST_04253,1065,39,2,18868.31,291311.13,0.21
CUST_04254,933,2,5,15954.57,295628.2,0.69
CUST_04255,1154,33,4,22689.24,2124.24,0.34
CUST_04256,781,34,2,551.28,305798.47,0.81
CUST_04257,1271,21,7,18669.54,198110.82,0.19
CUST_04258,398,30,6,4389.61,168776.76,0.63
CUST_04259,1456,14,7,10534.4,217430.41,0.47
CUST_04260,683,18,7,3482.62,376638.04,0.14
CUST_04261,538,11,3,20685.87,22960.25,0.7
CUST_04262,747,33,7,21911.76,494692.96,0.65
CUST_04263,325,35,4,19952.19,383620.82,0.28
CUST_04264,939,30,3,24271.03,291997.69,0.52
CUST_04265,524,29,6,10036.94,17444.13,0.74
CUST_04266,361,23,7,4953.84,124873.02,0.92
CUST_04267,380,37,0,17246.08,12139.11,0.15
CUST_04268,901,31,7,19871.1,166772.38,0.41
CUST_04269,955,33,3,20788.47,499037.56,0.85
CUST_04270,551,7,1,8284.31,124638.14,0.77
CUST_04271,1213,28,6,3987.74,88804.7,0.35
CUST_04272,631,39,6,14074.5,166216.05,0.41
CUST_04273,945,30,1,8624.93,274425.21,0.8
CUST_04274,198,25,0,21051.12,35034.91,0.17
CUST_04275,1186,10,2,11733.82,323887.94,0.34
CUST_04276,1348,36,1,3004.8,387236.63,0.62
CUST_04277,698,3,4,9893.11,422441.0,0.1
CUST_04278,1392,9,5,18664.42,22490.65,0.85
CUST_04279,1286,3,6,22856.48,12160.75,0.67
CUST_04280,251,30,6,24506.52,123999.49,0.95
CUST_04281,1234,29,4,24323.7,428701.86,0.76
CUST_04282,299,32,4,7976.51,122288.53,0.61
CUST_04283,993,6,0,18250.7,188257.17,0.23
CUST_04284,794,9,0,13707.43,395487.56,0.28
CUST_04285,1239,21,2,4257.06,389499.17,0.37
CUST_04286,564,13,0,10434.75,460222.69,0.89
CUST_04287,1424,2,5,22967.05,293138.7,0.74
CUST_04288,441,4,5,20656.81,84189.84,0.62
CUST_04289,866,5,5,24075.05,116419.54,0.43
CUST_04290,1291,18,6,9604.62,440431.13,0.76
CUST_04291,1452,27,5,17149.77,17118.65,0.22
CUST_04292,374,3,4,18742.29,360402.45,0.69
CUST_04293,302,2,5,21298.72,124285.16,0.26
CUST_04294,169,21,2,10850.75,13392.37,0.16
CUST_04295,1136,32,4,12816.92,159844.28,0.33
CUST_04296,814,10,7,5189.36,44586.65,0.75
CUST_04297,989,22,4,15564.57,27334.52,0.77
CUST_04298,1299,12,1,18946.06,161930.59,0.76
CUST_04299,1221,33,3,6765.06,462459.57,0.26
CUST_04300,282,31,7,20719.07,2245.23,0.85
CUST_04301,929,33,6,17379.54,333425.48,0.43
CUST_04302,967,15,2,8082.31,48490.3,0.23
CUST_04303,1490,23,3,2792.62,485886.65,0.23
CUST_04304,1263,24,7,14551.2,40912.99,0.64
CUST_04305,116,6,2,20019.29,438061.16,0.56
CUST_04306,185,21,2,18311.43,178729.42,0.55
CUST_04307,172,19,3,20491.0,363375.19,0.54
CUST_04308,437,28,0,21477.87,400324.98,0.9
CUST_04309,68,22,7,16976.51,280738.44,0.42
CUST_04310,269,22,1,11174.9,141106.93,0.21
CUST_04311,1464,39,4,17832.07,110829.59,0.37
CUST_04312,333,29,0,3136.94,70171.91,0.66
CUST_04313,238,23,6,12018.25,431789.78,0.26
CUST_04314,942,31,5,24504.52,305200.52,0.52
CUST_04315,1237,29,3,2538.42,465079.51,0.66
CUST_04316,329,34,1,11516.9,435580.28,0.3
CUST_04317,144,6,3,15204.72,29198.96,0.65
CUST_04318,975,16,3,7302.7,435946.12,0.59
CUST_04319,88,38,3,23923.56,433774.66,0.75
CUST_04320,1271,37,1,23132.86,372969.7,0.45
CUST_04321,306,23,6,22908.57,44792.98,0.88
CUST_04322,480,13,6,9073.85,24184.28,0.11
CUST_04323,357,3,6,4068.59,379585.09,0.7
CUST_04324,1022,12,4,4930.74,414502.24,0.88
CUST_04325,759,15,1,20314.31,295793.26,0.48
CUST_04326,816,5,7,6989.65,34356.76,0.11
CUST_04327,961,35,1,4943.43,105768.4,0.7
CUST_04328,1109,15,6,5711.64,492002.81,0.86
CUST_04329,833,19,5,15031.59,221692.6,0.53
CUST_04330,558,20,3,9544.31,442173.08,0.7
CUST_04331,316,2,2,18863.62,80267.19,0.41
CUST_04332,72,25,5,1754.74,420362.92,0.95
CUST_04333,173,30,5,9194.23,239142.7,0.64
CUST_04334,1037,15,6,22882.4,134473.21,0.31
CUST_04335,737,13,5,13534.07,416525.43,0.35
CUST_04336,1275,30,3,619.54,90888.38,0.41
CUST_04337,650,39,0,16394.37,149188.51,0.94
CUST_04338,1225,6,3,8792.86,213676.18,0.33
CUST_04339,160,4,7,18953.08,10182.38,0.22
CUST_04340,1313,11,1,19435.64,376376.71,0.91
CUST_04341,1445,28,4,21665.49,389511.15,0.45
CUST_04342,666,5,7,5407.12,143774.33,0.54
CUST_04343,1350,31,4,517.18,360751.89,0.51
CUST_04344,450,8,4,12794.27,322703.66,0.92
CUST_04345,560,22,5,24737.07,236770.03,0.97
CUST_04346,1249,11,7,18044.25,285476.69,0.52
CUST_04347,741,9,1,946.06,221072.29,0.91
CUST_04348,542,15,5,24606.27,146580.84,0.5
CUST_04349,881,3,6,12073.6,495936.54,0.62
CUST_04350,1155,5,0,9387.4,9291.5,0.86
CUST_04351,686,15,4,7976.5,272344.84,0.91
CUST_04352,1118,17,0,9074.5,298469.56,0.98
CUST_04353,905,1,3,10286.48,247721.67,0.42
CUST_04354,658,1,2,11388.61,7045.52,0.57
CUST_04355,1049,18,3,6547.11,270165.32,0.58
CUST_04356,1411,26,3,23650.59,364980.58,0.6
